"FS_year","FCS","HDDS","rCSI","rural","dist_road","dist_popcenter","percent_ag","nutri_severe_constraint","nutri_moderate_constraint","nutri_reten_severe_constraint","dummy_terrain_rough","FS_month","head_age","female_head","floor_dirt_sand_dung","roof_not_natural","roof_iron","asset_index","clust_maize_mktthin","lhz_maize_mktthin","raincytot","day1rain","maxdaysnorain","lhz_day1rain","gdd","tmean","lhz_raincytot","lhz_maxdaysnorain","floodmax","lhz_floodmax","Cellphone","num_cell"
2010,42.71875,5.375,2.75,1,2.6568750035949,62.4068746566773,20.875,0,1,0,0,4,45.375,0.1875,0.9375,0.125,0.125,-0.409163153705948,0.2,0.4,1031.63497140034,38,97,36,213,21.3952828743089,1127.99811366612,50,1018.11788623267,0,0.25,0.4375
2013,41.5,4.6875,11.625,1,2.25,62.5625,23.25,0,1,0,0,4,47.9375,0.25,0.9375,0.0625,0.0625,-0.587467362850352,0.5,0.5,1108.58604110008,31,110,31,213,21.9841908056412,1160.83778911635,74,1204.79622168919,0,0.25,0.25
2010,35.21875,4.9375,2.6875,1,0.513750011450611,58.4668745994568,48.6875,0,1,0,0,8,43.1875,0.0625,0.875,0.1875,0.1875,-0.373761418162112,0,1,1109.10985533309,38,99,36,213,21.3952828743089,1127.99811366612,50,1039.56755315164,0,0.25,0.25
2010,35.21875,4.9375,2.6875,1,0.513750011450611,58.4668745994568,48.6875,0,1,0,0,8,43.1875,0.0625,0.875,0.1875,0.1875,-0.373761418162112,0,1,1109.10985533309,38,99,37,213,22.4000715730336,1134.10969596811,54,1039.56755315164,0,0.25,0.25
2013,48.0882352941176,5.05882352941176,2.41176470588235,0.941176470588235,0.529411764705882,56.5294117647059,45.7647058823529,0.0588235294117647,0.941176470588235,0,0,5.05882352941176,45.6470588235294,0.176470588235294,0.823529411764706,0.352941176470588,0.352941176470588,-0.322886356821987,0,0.627450980392157,1179.87326778844,30,115,31,213,21.9841908056412,1160.83778911635,74,1233.9988190437,0,0.411764705882353,0.647058823529412
2013,48.0882352941176,5.05882352941176,2.41176470588235,0.941176470588235,0.529411764705882,56.5294117647059,45.7647058823529,0.0588235294117647,0.941176470588235,0,0,5.05882352941176,45.6470588235294,0.176470588235294,0.823529411764706,0.352941176470588,0.352941176470588,-0.322886356821987,0,0.627450980392157,1179.87326778844,30,115,51,213,21.8768613251163,974.352538033768,72,1233.9988190437,0,0.411764705882353,0.647058823529412
2010,41.84375,5.0625,2.4375,1,9.27533340454101,91.7126669883728,34.9333333969116,0,0.25,0,0,5,43.25,0.1875,1,0.125,0.125,-0.452094415892822,0.548387096774194,0.612903225806452,1017.86193273503,37,99,36,213,21.3952828743089,1127.99811366612,50,1295.0078089667,0,0.25,0.375
2010,41.84375,5.0625,2.4375,1,9.27533340454101,91.7126669883728,34.9333333969116,0,0.25,0,0,5,43.25,0.1875,1,0.125,0.125,-0.452094415892822,0.548387096774194,0.612903225806452,1017.86193273503,37,99,40,213,24.4448882841728,965.461065256596,77,1295.0078089667,0,0.25,0.375
2010,41.84375,5.0625,2.4375,1,9.27533340454101,91.7126669883728,34.9333333969116,0,0.25,0,0,5,43.25,0.1875,1,0.125,0.125,-0.452094415892822,0.548387096774194,0.612903225806452,1017.86193273503,37,99,40,213,25.1850754142368,1185.74998764753,75,1295.0078089667,0,0.25,0.375
2010,41.84375,5.0625,2.4375,1,9.27533340454101,91.7126669883728,34.9333333969116,0,0.25,0,0,5,43.25,0.1875,1,0.125,0.125,-0.452094415892822,0.548387096774194,0.612903225806452,1017.86193273503,37,99,37,213,22.4000715730336,1134.10969596811,54,1295.0078089667,0,0.25,0.375
2013,40.9117647058824,4.94117647058824,3.70588235294118,0.882352941176471,8,86.0588235294118,36.1176470588235,0,0.235294117647059,0,0,5.23529411764706,44.8235294117647,0.176470588235294,0.823529411764706,0.294117647058824,0.294117647058824,-0.519000654518802,0.173601147776184,0.380200860832138,1272.25324288837,30,106,31,213,21.9841908056412,1160.83778911635,74,1315.32484746941,0,0.352941176470588,0.470588235294118
2013,40.9117647058824,4.94117647058824,3.70588235294118,0.882352941176471,8,86.0588235294118,36.1176470588235,0,0.235294117647059,0,0,5.23529411764706,44.8235294117647,0.176470588235294,0.823529411764706,0.294117647058824,0.294117647058824,-0.519000654518802,0.173601147776184,0.380200860832138,1272.25324288837,30,106,31,213,23.8679262832857,1064.54262607495,87,1315.32484746941,0,0.352941176470588,0.470588235294118
2013,40.9117647058824,4.94117647058824,3.70588235294118,0.882352941176471,8,86.0588235294118,36.1176470588235,0,0.235294117647059,0,0,5.23529411764706,44.8235294117647,0.176470588235294,0.823529411764706,0.294117647058824,0.294117647058824,-0.519000654518802,0.173601147776184,0.380200860832138,1272.25324288837,30,106,31,213,23.6831155553111,1406.6516868484,85,1315.32484746941,0,0.352941176470588,0.470588235294118
2013,40.9117647058824,4.94117647058824,3.70588235294118,0.882352941176471,8,86.0588235294118,36.1176470588235,0,0.235294117647059,0,0,5.23529411764706,44.8235294117647,0.176470588235294,0.823529411764706,0.294117647058824,0.294117647058824,-0.519000654518802,0.173601147776184,0.380200860832138,1272.25324288837,30,106,51,213,21.8768613251163,974.352538033768,72,1315.32484746941,0,0.352941176470588,0.470588235294118
2011,40.4375,5.375,0.0625,1,12.3943750858307,70.0956254005432,44.6875,0,1,0,0,2,52.8125,0.1875,0.6875,0.4375,0.4375,-0.282813223223924,0,0.5,1370.70449685197,52,101,52,213,20.8802710018248,1090.40569960296,67,1111.0340701232,0,0.0625,0.0625
2011,45.65625,4.8125,0,1,0.781249989755451,63.1268744468689,47.3125,0,1,0,0,1,39.6875,0.25,0.9375,0.25,0.25,-0.4647096131003,0.25,0.5,1185.15815807908,53,102,52,213,20.8802710018248,1090.40569960296,67,1003.67565001799,0,0.375,0.5625
2010,35.71875,4.75,1.5625,1,1.18562500155531,88.6487493515015,36,0,1,0,0,10,50.5,0.25,1,0.3125,0.3125,-0.404077483141508,0.25,0.5,1019.8821072284,37,100,36,213,21.3952828743089,1127.99811366612,50,1118.14474935788,0,0.1875,0.25
2010,39.78125,5.125,0.625,1,0.776874986942857,82.3324999809265,54.3125,0,1,0,0,6,48,0.3125,0.9375,0.125,0.125,-0.294995364609772,0.25,0.75,981.030130488899,38,97,36,213,21.3952828743089,1127.99811366612,50,970.428031835749,0,0.25,0.3125
2010,43.75,5.5625,0.5625,1,4.72437499463558,69.4156246185303,34.0625,0,1,0,0,10,42.25,0.25,0.75,0.375,0.375,-0.343445353182716,0.214285714285714,0.464285714285714,1196.24102170804,37,90,36,213,21.3952828743089,1127.99811366612,50,1344.96222324662,0,0.5,0.8125
2010,43.75,5.5625,0.5625,1,4.72437499463558,69.4156246185303,34.0625,0,1,0,0,10,42.25,0.25,0.75,0.375,0.375,-0.343445353182716,0.214285714285714,0.464285714285714,1196.24102170804,37,90,38,213,22.5009785540228,1353.25732717093,78,1344.96222324662,0,0.5,0.8125
2010,43.75,5.5625,0.5625,1,4.72437499463558,69.4156246185303,34.0625,0,1,0,0,10,42.25,0.25,0.75,0.375,0.375,-0.343445353182716,0.214285714285714,0.464285714285714,1196.24102170804,37,90,40,213,24.312189413199,1053.04186703822,84,1344.96222324662,0,0.5,0.8125
2010,43.75,5.5625,0.5625,1,4.72437499463558,69.4156246185303,34.0625,0,1,0,0,10,42.25,0.25,0.75,0.375,0.375,-0.343445353182716,0.214285714285714,0.464285714285714,1196.24102170804,37,90,40,213,24.4575608517643,1047.59008982778,115,1344.96222324662,0,0.5,0.8125
