"","cat_FCS","cat_HDDS","cat_rCSI"
"318","1","1","0"
"319","1","1","0"
"320","1","1","0"
"321","1","1","0"
"322","1","1","1"
"323","0","1","0"
"324","0","1","0"
"325","0","1","0"
"326","0","1","0"
"327","0","1","0"
"328","0","1","0"
"329","0","0","0"
"330","0","0","0"
"331","0","0","0"
"332","0","0","0"
"333","0","0","0"
"334","0","0","0"
"335","0","0","0"
"336","0","0","0"
"337","0","1","0"
"338","0","1","0"
"339","0","1","0"
"340","0","1","0"
"341","0","0","0"
"342","0","0","0"
"343","0","0","0"
"344","0","0","0"
"345","0","0","0"
"346","0","0","0"
"347","0","0","0"
"348","0","0","0"
"349","0","0","0"
"350","0","0","0"
"351","0","0","0"
"352","0","0","0"
"353","0","0","0"
"354","0","0","0"
"355","0","0","0"
"356","0","0","0"
"357","0","0","0"
"358","0","0","0"
"359","0","0","0"
"360","0","0","0"
"361","0","0","0"
"362","0","0","0"
"363","0","0","0"
"364","0","0","0"
"365","0","0","0"
"366","0","0","0"
"367","0","0","0"
"368","0","0","0"
"369","0","0","0"
"370","0","0","0"
"371","0","0","0"
"372","0","0","0"
"373","0","0","0"
"374","0","1","1"
"375","0","1","1"
"376","0","1","1"
"377","0","1","1"
"378","0","1","1"
"379","0","1","1"
"380","0","1","1"
"381","0","1","1"
"382","1","1","0"
"383","0","1","0"
"384","0","0","0"
"385","0","0","0"
"386","0","0","0"
"387","0","0","0"
"388","0","0","0"
"389","0","0","0"
"390","0","0","0"
"391","0","0","0"
"392","0","0","0"
"393","0","0","0"
"394","0","0","0"
"395","0","0","0"
"396","0","0","0"
"397","0","0","0"
"398","0","0","0"
"399","0","0","0"
"400","0","0","0"
"401","0","0","0"
"402","0","0","0"
"403","0","1","0"
"404","0","1","0"
"405","0","1","0"
"406","0","1","0"
"407","0","1","0"
"408","0","1","0"
"409","0","1","0"
"410","0","1","0"
"411","0","0","0"
"412","0","1","0"
"413","0","1","0"
"414","0","1","0"
"415","0","1","0"
"416","0","1","0"
"417","0","1","0"
"418","0","1","0"
"419","0","1","0"
"420","0","1","0"
"421","0","1","0"
"422","0","0","0"
"423","0","1","0"
"424","0","0","0"
"425","0","0","0"
"426","0","0","0"
"427","0","0","0"
"428","0","0","0"
"429","0","0","0"
"430","0","0","0"
"431","0","0","0"
"432","0","0","0"
"433","0","0","0"
"434","0","0","0"
"435","0","0","0"
"436","0","0","0"
"437","0","0","0"
"438","0","0","0"
"439","0","1","0"
"440","0","1","0"
"441","0","1","0"
"442","0","1","0"
"443","0","1","0"
"444","0","1","0"
"445","0","1","0"
"446","0","1","0"
"447","0","1","0"
"448","0","1","0"
"449","0","1","0"
"450","0","1","0"
"451","0","1","0"
"452","0","1","0"
"453","0","1","0"
"454","0","1","0"
"455","0","1","0"
"456","0","1","0"
"457","0","1","0"
"458","0","1","0"
"459","0","1","0"
"460","0","1","0"
"461","0","1","1"
"462","0","1","1"
"463","0","1","1"
"464","0","1","1"
"465","0","1","1"
"466","0","1","1"
"467","0","1","0"
"468","0","1","0"
"469","0","1","0"
"470","0","1","1"
"471","0","1","1"
"472","0","1","1"
"473","0","1","0"
"474","1","1","0"
"475","0","1","0"
"476","1","1","0"
"477","1","1","0"
"478","0","1","0"
"479","0","1","0"
"480","0","1","0"
"481","0","1","0"
"482","0","1","0"
"483","0","1","0"
"484","0","1","0"
"485","0","1","0"
"486","0","1","0"
"487","0","1","0"
"488","0","0","0"
"489","0","1","1"
"490","0","1","0"
"491","0","1","0"
"492","1","1","0"
"493","0","1","0"
"494","0","1","0"
"495","0","1","0"
"496","0","1","0"
"497","0","1","0"
"498","0","1","0"
"499","1","1","0"
"500","0","1","0"
"501","0","1","0"
"502","0","1","0"
"503","0","1","0"
"504","0","1","0"
"505","0","1","0"
"506","0","1","0"
"507","0","1","0"
"508","0","1","1"
"509","0","1","1"
"510","0","1","1"
"511","0","1","1"
"512","0","1","1"
"513","0","1","1"
"514","0","1","1"
"515","1","1","1"
"516","1","1","1"
"517","1","1","1"
"518","1","1","1"
"519","1","1","1"
"520","1","1","1"
"521","1","1","1"
"522","0","1","0"
"523","0","1","0"
"524","0","1","0"
"525","0","1","0"
"526","0","1","0"
"527","0","1","0"
"528","1","1","1"
"529","1","1","1"
"530","1","1","1"
"531","1","1","1"
"532","0","1","1"
"533","0","1","1"
"534","0","1","1"
"535","0","1","1"
"536","0","1","0"
"537","0","1","0"
"538","0","1","0"
"539","0","1","0"
"540","0","1","0"
"541","0","1","0"
"542","0","1","0"
"543","0","1","0"
"544","0","1","0"
"545","0","1","0"
"546","0","1","0"
"547","0","1","0"
"548","0","1","0"
"549","0","1","0"
"550","0","1","0"
"551","0","1","0"
"552","0","1","0"
"553","0","1","0"
"554","0","1","0"
"555","0","0","0"
"556","0","1","0"
"557","1","1","0"
"558","0","1","0"
"559","0","1","0"
"560","0","0","0"
"561","0","1","0"
"562","0","1","0"
"563","0","1","0"
"564","0","1","0"
"565","1","1","1"
"566","1","1","0"
"567","1","1","0"
"568","0","1","0"
"569","0","1","0"
"570","0","1","0"
"571","0","1","0"
"572","0","1","0"
"573","0","1","0"
"574","0","1","1"
"575","0","1","1"
"576","0","1","1"
"577","0","1","1"
"578","1","1","0"
"579","1","1","1"
"580","0","0","1"
"581","1","1","0"
"582","0","1","0"
"583","0","1","0"
"584","0","1","0"
"585","0","1","0"
"586","0","1","0"
"587","0","1","0"
"588","0","1","0"
"589","0","1","0"
"590","0","1","0"
"591","0","1","0"
"592","0","1","0"
"593","0","1","0"
"594","0","1","0"
"595","0","1","0"
"596","0","1","0"
"597","0","1","0"
"598","0","1","0"
"599","0","1","0"
"600","0","1","0"
"601","1","1","0"
"602","0","1","1"
"603","0","1","1"
"604","0","1","1"
"605","0","1","1"
"606","0","1","0"
"607","0","1","0"
"608","0","1","0"
"609","0","1","0"
"610","0","1","0"
"611","0","1","0"
"612","0","1","0"
"613","0","1","0"
"614","0","1","0"
"615","0","1","0"
"616","0","1","0"
"617","0","1","0"
"618","0","1","0"
"619","0","1","0"
"620","0","1","0"
"621","0","1","0"
"622","0","1","0"
"623","0","1","0"
"624","0","1","0"
"625","0","1","0"
"626","0","1","0"
"627","0","1","0"
"628","0","1","1"
"629","0","1","0"
"630","1","1","1"
"631","1","1","0"
"632","0","1","0"
"633","0","1","1"
"634","1","1","0"
"635","0","1","0"
"636","0","1","0"
"637","0","1","0"
"638","0","1","0"
"639","0","1","0"
"640","1","1","1"
"641","0","1","0"
"642","0","1","0"
"643","0","1","1"
"644","0","1","0"
"645","0","1","0"
"646","0","1","0"
"647","0","1","0"
"648","0","1","0"
"649","1","1","0"
"650","1","1","0"
"651","0","0","0"
"652","1","1","0"
"653","1","1","0"
"654","1","1","1"
"655","1","1","0"
"656","0","0","0"
"657","1","1","0"
"658","1","1","0"
"659","1","1","0"
"660","0","1","0"
"661","0","1","0"
"662","0","1","0"
"663","0","1","0"
"664","1","1","0"
"665","0","1","0"
"666","0","1","1"
"667","1","1","1"
"668","0","1","0"
"669","0","1","0"
"670","0","1","0"
"671","0","1","0"
"672","0","1","0"
"673","0","1","0"
"674","0","1","0"
"675","0","1","0"
"676","0","1","0"
"677","0","1","0"
"678","1","1","1"
"679","1","1","1"
"680","1","1","1"
"681","1","1","1"
"682","1","1","1"
"683","0","1","0"
"684","0","1","0"
"685","0","1","0"
"686","0","1","0"
"687","0","1","0"
"688","0","1","0"
"689","0","1","0"
"690","1","1","0"
"691","1","1","0"
"692","1","1","0"
"693","1","1","0"
"694","0","1","0"
"695","0","1","0"
"696","0","1","0"
"697","0","1","0"
"698","0","1","0"
"699","1","1","0"
"700","0","1","0"
"701","1","1","0"
"702","1","1","0"
"703","0","1","0"
"704","0","1","0"
"705","0","1","0"
"706","0","1","0"
"707","1","1","1"
"708","1","1","1"
"709","0","1","0"
"710","0","1","0"
"711","0","1","0"
"712","0","1","0"
"713","0","1","0"
"714","0","1","0"
"715","0","1","0"
"716","0","1","0"
"717","0","1","1"
"718","0","1","1"
"719","0","1","1"
"720","0","1","1"
"721","0","0","0"
"722","0","1","1"
"723","0","1","0"
"724","0","1","0"
"725","0","1","1"
"726","1","1","0"
"727","0","1","0"
"728","1","1","0"
"729","0","1","1"
"730","1","1","0"
"731","0","1","1"
"732","0","1","1"
"733","0","1","0"
"734","1","1","0"
"735","0","1","0"
"736","0","1","0"
"737","0","1","0"
"738","0","1","1"
"739","0","1","1"
"740","1","1","1"
"741","0","1","0"
"742","0","1","0"
"743","0","1","0"
"744","0","1","0"
"745","0","1","0"
"746","0","1","0"
"747","0","1","0"
"748","0","1","0"
"749","0","1","0"
"750","1","1","0"
"751","0","1","1"
"752","0","1","1"
"753","0","1","1"
"754","0","1","1"
"755","0","1","1"
"756","0","1","1"
"757","0","1","1"
"758","0","1","1"
"759","0","1","1"
"760","1","1","0"
"761","1","1","0"
"762","1","1","0"
"763","1","1","0"
"764","1","1","0"
"765","1","1","0"
"766","1","1","0"
"767","1","1","0"
"768","1","1","0"
"769","0","1","1"
"770","0","1","1"
"771","0","1","1"
"772","0","1","1"
"773","0","1","1"
"774","0","1","1"
"775","0","1","1"
"776","0","1","1"
"777","0","1","1"
"778","2","1","1"
"779","0","1","0"
"780","0","1","0"
"781","0","1","0"
"782","1","1","0"
"783","1","1","0"
"784","1","1","0"
"785","0","1","1"
"786","0","1","1"
"787","0","1","1"
"788","0","0","0"
"789","0","0","0"
"790","0","0","0"
"791","0","0","0"
"792","0","0","0"
"793","0","0","0"
"794","0","0","0"
"795","0","0","0"
"796","0","0","0"
"797","0","0","0"
"798","0","0","0"
"799","0","0","0"
"800","0","0","0"
"801","0","0","0"
"802","0","0","0"
"803","0","0","0"
"804","0","0","0"
"805","0","0","0"
"806","0","0","0"
"807","0","0","0"
"808","0","0","0"
"809","0","0","0"
"810","0","1","0"
"811","0","1","0"
"812","0","1","0"
"813","0","1","0"
"814","0","1","0"
"815","0","1","0"
"816","0","1","0"
"817","0","1","0"
"818","0","1","0"
"819","0","1","0"
"820","0","1","0"
"821","0","1","0"
"822","1","1","0"
"823","0","1","0"
"824","0","1","0"
"825","0","1","0"
"826","0","0","0"
"827","0","0","0"
"828","0","0","0"
"829","0","1","0"
"830","1","1","0"
"831","1","1","0"
"832","1","1","0"
"833","1","1","1"
"834","1","1","1"
"835","1","1","0"
"836","1","1","0"
"837","1","1","1"
"838","0","1","0"
"839","0","1","0"
"840","0","1","0"
"841","0","1","0"
"842","0","1","0"
"843","0","1","0"
"844","0","1","0"
"845","0","1","0"
"846","0","1","0"
"847","0","1","0"
"848","0","1","0"
"849","0","1","0"
"850","0","1","1"
"851","0","1","1"
"852","0","1","1"
"853","0","1","1"
"854","0","1","1"
"855","0","1","0"
"856","0","1","0"
"857","1","1","0"
"858","1","1","0"
"859","1","1","0"
"860","1","1","0"
"861","1","1","0"
"862","1","1","0"
"863","1","1","1"
"864","1","1","1"
"865","1","1","0"
"866","1","1","0"
"867","0","1","0"
"868","0","1","0"
"869","0","1","0"
"870","0","1","0"
"871","0","1","0"
"872","0","1","0"
"873","0","1","1"
"874","0","1","1"
"875","0","1","1"
"876","0","1","1"
"877","0","1","1"
"878","0","1","1"
"879","0","1","1"
"880","0","1","1"
"881","0","1","1"
"882","0","1","1"
"883","0","1","1"
"884","0","1","1"
"885","0","1","0"
"886","0","1","0"
"887","0","1","0"
"888","0","1","0"
"889","0","1","0"
"890","0","1","0"
"891","0","1","0"
"892","0","1","0"
"893","0","1","0"
"894","0","1","0"
"895","0","1","0"
"896","0","1","0"
"897","0","1","0"
"898","0","1","0"
"899","0","1","0"
"900","0","1","0"
"901","0","1","0"
"902","0","1","0"
"903","1","1","0"
"904","1","1","0"
"905","1","1","0"
"906","1","1","1"
"907","1","1","1"
"908","1","1","1"
"909","1","1","1"
"910","1","1","1"
"911","1","1","1"
"912","0","1","1"
"913","0","1","1"
"914","0","1","1"
"915","1","1","0"
"916","1","1","1"
"917","0","1","0"
"918","1","1","0"
"919","1","1","0"
"920","1","1","1"
"921","0","1","0"
"922","0","1","0"
"923","0","1","0"
"924","0","1","0"
"925","0","1","0"
"926","0","1","0"
"927","0","1","0"
"928","0","1","0"
"929","0","1","1"
"930","0","1","1"
"931","0","1","1"
"932","0","1","1"
"933","1","1","0"
"934","0","1","1"
"935","0","1","1"
"936","0","1","1"
"937","0","1","1"
"938","1","1","1"
"939","1","1","1"
"940","1","1","1"
"941","1","1","1"
"942","1","1","1"
"943","1","1","1"
"944","1","1","1"
"945","1","1","1"
"946","1","1","0"
"947","1","1","0"
"948","1","1","0"
"949","1","1","0"
"950","0","1","0"
"951","0","1","0"
"952","0","1","0"
"953","0","1","0"
"954","0","1","0"
"955","0","1","0"
"956","0","1","0"
"957","0","1","0"
"958","1","1","0"
"959","0","1","0"
"960","1","1","0"
"961","1","1","0"
"962","1","1","0"
"963","0","1","0"
"964","1","1","0"
"965","1","1","1"
"966","1","1","1"
"967","0","1","0"
"968","0","1","0"
"969","1","1","0"
"970","1","1","0"
"971","0","1","0"
"972","0","1","0"
"973","1","1","1"
"974","1","1","0"
"975","1","1","1"
"976","1","1","1"
"977","1","1","0"
"978","1","1","0"
"979","1","1","0"
"980","1","1","0"
"981","1","1","0"
"982","1","1","0"
"983","1","1","0"
"984","1","1","1"
"985","1","1","1"
"986","0","1","0"
"987","1","1","1"
"988","1","1","0"
"989","0","1","0"
"990","0","1","0"
"991","0","1","0"
"992","1","1","0"
"993","1","1","0"
"994","1","1","0"
"995","1","1","0"
"996","0","0","0"
"997","1","1","0"
"998","1","1","0"
"999","1","1","1"
"1000","0","1","0"
"1001","1","1","0"
"1002","0","1","0"
"1003","0","1","0"
"1004","1","1","1"
"1005","1","1","1"
"1006","0","1","0"
"1007","0","1","0"
"1008","0","1","0"
"1009","1","1","0"
"1010","1","1","0"
"1011","1","1","1"
"1012","0","1","1"
"1013","0","1","0"
"1014","0","1","1"
"1015","0","1","1"
"1016","0","1","1"
"1017","0","1","1"
"1018","0","1","1"
"1019","0","1","1"
"1020","0","1","1"
"1021","1","1","0"
"1022","1","1","0"
"1023","1","1","0"
"1024","1","1","0"
"1025","1","1","0"
"1026","1","1","0"
"1027","0","1","1"
"1028","0","1","1"
"1029","0","1","1"
"1030","0","1","1"
"1031","0","1","1"
"1032","0","1","1"
"1033","1","1","0"
"1034","1","1","1"
"1035","0","1","1"
"1036","1","1","0"
"1037","1","1","0"
"1038","0","1","0"
"1039","1","1","0"
"1040","0","1","0"
"1041","1","1","1"
"1042","1","1","1"
"1043","1","1","1"
"1044","1","1","1"
"1045","1","1","1"
"1046","1","1","1"
"1047","1","1","1"
"1048","1","1","1"
"1049","1","1","1"
"1050","1","1","1"
"1051","1","1","1"
"1052","1","1","1"
"1053","1","1","1"
"1054","1","1","1"
"1055","1","1","1"
"1056","1","1","0"
"1057","1","1","0"
"1058","1","1","0"
"1059","1","1","0"
"1060","1","1","0"
"1061","1","1","0"
"1062","1","1","0"
"1063","1","1","0"
"1064","1","1","0"
"1065","1","1","0"
"1066","1","1","0"
"1067","1","1","0"
"1068","1","1","0"
"1069","0","1","0"
"1070","1","1","1"
"1071","0","1","0"
"1072","1","1","0"
"1073","0","1","0"
"1074","0","1","0"
"1075","1","1","1"
"1076","0","0","0"
"1077","0","0","0"
"1078","0","0","0"
"1079","0","1","0"
"1080","0","1","0"
"1081","0","1","0"
"1082","0","1","0"
"1083","0","1","0"
"1084","0","1","0"
"1085","0","1","0"
"1086","0","1","1"
"1087","0","1","1"
"1088","1","1","0"
"1089","1","1","0"
"1090","1","1","0"
"1091","1","1","0"
"1092","1","1","0"
"1093","1","1","0"
"1094","1","1","0"
"1095","1","1","0"
"1096","1","1","0"
"1097","1","1","0"
"1098","1","1","0"
"1099","1","1","0"
"1100","0","1","0"
"1101","0","1","0"
"1102","0","1","0"
"1103","0","1","0"
"1104","1","1","0"
"1105","1","1","0"
"1106","1","1","0"
"1107","1","1","0"
"1108","1","1","1"
"1109","1","1","1"
"1110","1","1","1"
"1111","1","1","1"
"1112","0","0","0"
"1113","0","1","0"
"1114","1","1","1"
"1115","1","1","1"
"1116","1","1","1"
"1117","1","1","1"
"1118","1","1","0"
"1119","1","1","0"
"1120","1","1","0"
"1121","1","1","0"
"1122","0","1","0"
"1123","0","1","1"
"1124","0","1","1"
"1125","0","1","0"
"1126","0","1","1"
"1127","1","1","0"
"1128","0","1","0"
"1129","0","1","0"
"1130","0","1","0"
"1131","0","1","0"
"1132","0","1","0"
"1133","0","1","0"
"1134","0","1","0"
"1135","0","1","0"
"1136","0","1","0"
"1137","0","1","0"
"1138","0","1","0"
"1139","0","1","0"
"1140","0","1","0"
"1141","0","1","0"
"1142","0","1","0"
"1143","0","1","0"
"1144","0","1","0"
"1145","0","1","0"
"1146","1","1","1"
"1147","1","1","1"
"1148","1","1","1"
"1149","1","1","1"
"1150","1","1","1"
"1151","1","1","1"
"1152","1","1","1"
"1153","1","1","1"
"1154","1","1","1"
"1155","0","0","0"
"1156","0","1","0"
"1157","0","0","0"
"1158","0","0","0"
"1159","0","0","0"
"1160","0","0","0"
"1161","0","0","0"
"1162","0","0","0"
"1163","0","0","0"
"1164","0","0","0"
"1165","0","1","0"
"1166","0","1","0"
"1167","0","1","0"
"1168","0","1","0"
"1169","0","0","0"
"1170","0","0","0"
"1171","0","0","0"
"1172","0","0","0"
"1173","0","0","0"
"1174","0","0","0"
"1175","0","0","0"
"1176","0","0","0"
"1177","0","0","0"
"1178","0","0","0"
"1179","0","0","0"
"1180","0","0","0"
"1181","0","0","0"
"1182","0","0","0"
"1183","0","0","0"
"1184","0","0","0"
"1185","0","0","0"
"1186","0","0","0"
"1187","0","0","0"
"1188","0","0","0"
"1189","0","0","0"
"1190","0","1","0"
"1191","0","1","0"
"1192","0","1","0"
"1193","0","1","0"
"1194","0","1","0"
"1195","0","1","0"
"1196","0","1","0"
"1197","0","1","0"
"1198","0","1","0"
"1199","0","1","0"
"1200","0","1","0"
"1201","0","1","0"
"1202","0","0","0"
"1203","0","0","0"
"1204","0","0","0"
"1205","0","0","0"
"1206","0","0","0"
"1207","0","0","0"
"1208","0","0","0"
"1209","0","0","0"
"1210","0","0","0"
"1211","0","0","0"
"1212","0","0","0"
"1213","0","0","0"
"1214","0","0","0"
"1215","0","0","0"
"1216","0","0","0"
"1217","0","0","0"
"1218","0","0","0"
"1219","0","0","0"
"1220","0","0","0"
"1221","0","0","0"
"1222","0","0","0"
"1223","0","0","0"
"1224","0","0","0"
"1225","0","0","0"
"1226","0","1","0"
"1227","0","1","0"
"1228","0","1","0"
"1229","0","1","0"
"1230","0","1","0"
"1231","0","1","0"
"1232","0","1","0"
"1233","0","1","0"
"1234","0","1","0"
"1235","0","1","0"
"1236","0","1","0"
"1237","0","1","0"
"1238","0","1","0"
"1239","0","1","0"
"1240","0","1","0"
"1241","0","1","0"
"1242","0","1","0"
"1243","0","1","0"
"1244","0","1","0"
"1245","0","0","0"
"1246","0","0","0"
"1247","0","0","0"
"1248","0","0","0"
"1249","0","0","0"
"1250","0","0","0"
"1251","0","0","0"
"1252","0","1","1"
"1253","0","1","1"
"1254","0","1","1"
"1255","0","1","1"
"1256","0","1","1"
"1257","0","1","1"
"1258","0","1","1"
"1259","0","0","0"
"1260","0","0","0"
"1261","0","0","0"
"1262","0","0","0"
"1263","0","0","0"
"1264","0","0","0"
"1265","0","0","0"
"1266","0","0","0"
"1267","0","0","0"
"1268","0","0","0"
"1269","0","0","0"
"1270","0","0","0"
"1271","0","0","0"
"1272","0","0","0"
"1273","0","0","0"
"1274","0","0","0"
"1275","0","0","0"
"1276","0","0","0"
"1277","0","0","0"
"1278","0","0","0"
"1279","0","1","0"
"1280","0","0","0"
"1281","0","0","0"
"1282","0","0","0"
"1283","0","0","0"
"1284","0","0","0"
"1285","0","0","0"
"1286","0","0","0"
"1287","0","0","0"
"1288","0","0","0"
"1289","0","0","0"
"1290","0","0","0"
"1291","0","0","0"
"1292","0","0","0"
"1293","0","0","0"
"1294","0","0","0"
"1295","0","0","0"
"1296","0","0","0"
"1297","0","0","0"
"1298","0","0","0"
"1299","0","0","0"
"1300","0","0","0"
"1301","0","0","0"
"1302","0","0","0"
"1303","0","0","0"
"1304","0","0","0"
"1305","0","0","0"
"1306","0","0","0"
"1307","0","0","0"
"1308","0","0","0"
"1309","0","0","0"
"1310","0","1","0"
"1311","0","1","0"
"1312","0","1","0"
"1313","0","1","0"
"1314","0","1","0"
"1315","0","1","0"
"1316","0","1","0"
"1317","0","1","0"
"1318","0","1","0"
"1319","0","0","0"
"1320","0","0","0"
"1321","0","0","0"
"1322","0","0","0"
"1323","0","0","0"
"1324","0","0","0"
"1325","0","0","0"
"1326","0","0","0"
"1327","0","1","0"
"1328","0","1","0"
"1329","0","1","0"
"1330","0","1","0"
"1331","1","1","0"
"1332","0","1","0"
"1333","0","1","0"
"1334","0","1","0"
"1335","0","1","0"
"1336","0","0","0"
"1337","0","0","0"
"1338","0","0","0"
"1339","0","0","0"
"1340","0","1","0"
"1341","0","1","0"
"1342","0","1","0"
"1343","0","1","0"
"1344","0","0","0"
"1345","0","0","0"
"1346","0","0","0"
"1347","0","0","0"
"1348","0","0","0"
"1349","0","0","0"
"1350","0","0","0"
"1351","0","1","0"
"1352","0","1","0"
"1353","0","1","0"
"1354","0","1","0"
"1355","0","1","0"
"1356","0","1","0"
"1357","0","1","0"
"1358","0","1","1"
